number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_criterion,params_drop_correlated,params_feature_selection,params_number_features,user_attrs_Pipeline,user_attrs_drop_correlated,user_attrs_feature_selection,user_attrs_number_features,user_attrs_outlier_indicator,user_attrs_scaling_indicator,user_attrs_train_mean_ae,user_attrs_train_median_ae,user_attrs_train_rmse,user_attrs_val_mean_ae,user_attrs_val_median_ae,user_attrs_val_rmse,state
10,58.74608028992478,2022-10-24 11:33:41.494690,2022-10-24 11:34:08.775082,0 days 00:00:27.280392,56.74627845656862,squared_error,no,MutualInformation,6.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=56.74627845656862,
                                                                         random_state=120),
                                             number=6))])",no,MutualInformation,6.0,retained,no,18.70732803748736,9.954784843700343,44.42371608626132,19.806890129262722,10.089463891503451,58.74608028992478,COMPLETE
11,58.299619851088124,2022-10-24 11:34:08.929172,2022-10-24 11:34:35.372245,0 days 00:00:26.443073,60.14626482745412,squared_error,no,MutualInformation,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=60.14626482745412,
                                                                         random_state=120),
                                             number=1))])",no,MutualInformation,1.0,retained,no,19.178154639955874,10.0651559859658,45.987173001243114,20.1927107973763,10.17229846121568,58.299619851088124,COMPLETE
12,57.859999598850486,2022-10-24 11:34:35.512619,2022-10-24 11:35:01.630561,0 days 00:00:26.117942,51.73670702947759,squared_error,no,MutualInformation,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=51.73670702947759,
                                                                         random_state=120),
                                             number=1))])",no,MutualInformation,1.0,retained,no,18.81000813770041,9.966265466104977,45.5491861558302,19.829176436087334,10.095504743631121,57.859999598850486,COMPLETE
13,57.859999598850486,2022-10-24 11:35:01.773907,2022-10-24 11:35:10.928744,0 days 00:00:09.154837,52.21295408716306,squared_error,no,ANOVA,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=52.21295408716306,
                                                                         random_state=120),
                                             number=1))])",no,ANOVA,1.0,retained,no,18.81000813770041,9.966265466104977,45.5491861558302,19.829176436087334,10.095504743631121,57.859999598850486,COMPLETE
14,57.859999598850486,2022-10-24 11:35:11.073486,2022-10-24 11:35:20.130489,0 days 00:00:09.057003,52.695628223900144,squared_error,no,ANOVA,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=52.695628223900144,
                                                                         random_state=120),
                                             number=1))])",no,ANOVA,1.0,retained,no,18.81000813770041,9.966265466104977,45.5491861558302,19.829176436087334,10.095504743631121,57.859999598850486,COMPLETE
15,67.85581394141946,2022-10-24 11:35:20.289054,2022-10-24 11:35:49.086923,0 days 00:00:28.797869,51.63040215061817,friedman_mse,,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureWiz',
                                             model=DecisionTreeRegressor(ccp_alpha=51.63040215061817,
                                                                         criterion='friedman_mse',
                                                                         random_state=120)))])",no,FeatureWiz,,retained,no,18.5393044276074,9.948935886744513,42.73925352863687,20.185441478206652,10.084980864795938,67.85581394141946,COMPLETE
16,58.29735680181957,2022-10-24 11:35:49.223433,2022-10-24 11:36:15.023869,0 days 00:00:25.800436,50.18569969926093,squared_error,no,MutualInformation,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='MutualInformation',
                                             model=DecisionTreeRegressor(ccp_alpha=50.18569969926093,
                                                                         random_state=120),
                                             number=1))])",no,MutualInformation,1.0,retained,no,18.756648409300283,9.964808946104975,45.15923562351261,19.88611949352924,10.095504743631121,58.29735680181957,COMPLETE
17,59.48372685599543,2022-10-24 11:36:15.166512,2022-10-24 11:36:24.622905,0 days 00:00:09.456393,51.15786912383932,squared_error,no,ANOVA,9.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=51.15786912383932,
                                                                         random_state=120),
                                             number=9))])",no,ANOVA,9.0,retained,no,18.66767904777858,9.950158475023352,44.65583686243056,19.801390728023282,10.084059557295484,59.48372685599543,COMPLETE
18,59.86984583099662,2022-10-24 11:36:24.800447,2022-10-24 11:36:34.184258,0 days 00:00:09.383811,57.36106699863532,friedman_mse,no,ANOVA,7.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='ANOVA',
                                             model=DecisionTreeRegressor(ccp_alpha=57.36106699863532,
                                                                         criterion='friedman_mse',
                                                                         random_state=120),
                                             number=7))])",no,ANOVA,7.0,retained,no,18.79610428357628,9.955274176733672,45.671564967452916,19.8464890175554,10.090616541462554,59.86984583099662,COMPLETE
19,244.43130752994497,2022-10-24 11:36:34.359379,2022-10-24 11:37:29.432542,0 days 00:00:55.073163,54.59048076550641,absolute_error,no,FeatureImportance_ET,1.0,"Pipeline(memory='Caching',
         steps=[['rare_data',
                 RareLabelEncoder(variables=['NAME', 'ZONE', 'Brand', 'MC'])],
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['nominal_encoding',
                 CatBoostEncodingTransformer(columns=['NAME', 'ZONE', 'Brand',
                                                      'MC'])],
                ['Cyclic_encoding',
                 CatBoostEncodingTransformer(columns=['Fdate_month',
                                                      'Fdate_quarter'])],
                ('featureselection',
                 FeatureSelectionTransformer(drop_correlated='no',
                                             method='FeatureImportance_ET',
                                             model=DecisionTreeRegressor(ccp_alpha=54.59048076550641,
                                                                         criterion='absolute_error',
                                                                         random_state=120),
                                             number=1))])",no,FeatureImportance_ET,1.0,retained,no,99.10186708368651,31.708498618333337,244.56374470264197,99.10442079280176,31.714196453333333,244.43130752994497,COMPLETE
